yhat,yhat_p
0.0,0.0
0.008825408166593565,0.0
0.01404713109794688,0.0
0.027505742320176732,0.0
0.07626527530029538,0.0
0.1167896000230012,0.0
0.14532661760757726,0.0
0.044942641246937844,0.0
4.4448339502447865e-06,0.0
0.05801200576419506,0.0
0.3176607553902178,0.0
0.9109183429256781,0.10198068745477329
1.7386062647266425,3.447391516858211
2.985223994430925,4.955396808519875
2.403957457203201,6.460576201327116
4.498246167739705,14.620329308721095
5.438957387506034,33.83328492053359
8.975190179101961,59.107808778093606
30.778080484839585,78.27434696180767
61.61172732862131,83.16848058512996
69.39992633003642,78.34009678196037
65.12775339139576,77.03221002447131
57.9601589709456,87.60246322808999
67.13875247596812,104.45911153031241
117.13683892612674,113.20917400388535
142.7365655662777,104.54879231669342
88.13338676630062,82.37731344278569
97.49928670797642,58.55408901275061
30.913411760162283,41.26316346917295
48.37611155113427,29.65031911283646
37.514564254835086,18.829298384777925
20.0995470241425,7.548718369384337
11.516130223215464,0.0
6.978723702000885,0.0
6.746729779660955,0.0
3.8461102580328883,0.0
0.24806275741482792,0.0
0.14638854594057618,0.0
4.220493489949398e-05,0.0
1.3626414712538409e-05,0.0
4.399466581574051e-06,0.0
1.4204271163353133e-06,0.0
4.586092230848153e-07,0.0
0.006398372404806479,0.0
0.007942937299567979,0.0
0.012355624275662735,0.0
0.000662538703175893,0.0
0.01603257312953478,0.0
7.488953161287525e-07,0.0
0.015370705265254862,0.0
0.003677911243609091,0.0
0.018386256067786756,0.0
0.02846227578173398,0.0
0.03618522405570868,0.0
0.04832285003517962,0.0
0.1257263677285952,0.4938617067581177
0.12854287938609676,0.0
0.12877582648862482,0.0
0.0,0.0
6.00256852029829e-06,0.7410590543159046
0.07608251225350438,1.4430514517507866
0.40012934960720214,0.29507641993810196
0.9268448119264288,0.0
1.8807302318222445,1.7174757205974167
3.040794054894712,5.161020649437749
2.3089042324474187,7.043823045018799
4.734800433375311,8.140434378935712
6.387003837300774,14.600310833196708
12.6606227105935,31.89450898249261
42.96654865691741,56.88947408248215
73.29683185064474,78.0280366263123
76.90445378176787,85.53494915339934
74.05436493334895,81.56666754817105
67.29699302190267,78.69012218668966
77.97277255220716,87.1285554442565
123.20725165412419,103.83387122865915
158.4454344697609,115.03785343675554
89.92098151465785,109.5864188829223
119.5319271725287,89.03463869337152
37.85229153711515,64.66607461350584
64.0465570469434,46.027064743844456
43.2706820980521,33.75916558542643
22.649396261555882,23.059964900926804
14.96246025665927,11.690417899910043
10.718789577828012,2.612487841012765
10.305315053528586,0.0
5.233133511064429,0.626207885602085
1.9540401486540933,2.0899527727010607
2.537802151725797,0.8984121908220892
2.1754646596591045,0.0
2.0267052946781,0.0
1.844172625313038,0.08142680299357608
1.6781119871737633,1.4636546978644631
1.5270299130769773,0.6759059048104064
1.3959700657525889,0.0
1.2698141391895106,0.0
1.1594935415213905,0.3869096845999529
1.0421861723446677,1.4987563018759253
0.9680374225961802,0.748981506284192
0.8614590460450966,0.0
0.8092082152598523,0.0
0.7343618062525157,0.6246134105610679
0.7321435915117933,1.6666937583776402
0.8087870074369935,1.087258216896064
1.1916544013884034,0.025709355051006355
