yhat,yhat_p
0.8867948067865271,0.34779291754164987
0.8456611884236246,1.93892727026428
0.7399064183348014,2.771615611917351
0.6822450318885575,1.7449862712675248
0.615802373344642,0.3543655504982297
0.5535593128606675,0.7301525731694802
0.5155603498898943,2.6386757818801385
0.6214860246059313,3.7016348358118307
0.9678078803777537,2.774251049377714
1.723304063144306,1.8268796145608839
2.7168970799814485,3.383202826683391
3.5035714688956983,6.813751325449584
3.9465668502151474,9.089987864129071
8.46641724794151,9.992050821295285
14.003757972189725,14.951148721686401
32.203683021688406,30.22714801861757
46.56029479358024,54.54362737833032
66.15232118303578,77.31149511068996
85.80686558663682,87.50395909480332
81.58470556798966,84.83472374260563
74.0893158123491,80.74848315325801
67.68249559216918,86.95020962778626
143.73579353297146,103.02501199931898
141.60204785008384,116.29722009558782
108.9782346348503,114.11399213007434
91.80168217902289,95.57657550059528
44.70998014420088,70.98807014636284
61.84961849645584,51.00984709035684
38.78539913704344,37.90896408100977
24.55981337810274,27.25267382608811
21.490047897137988,15.903795766586828
12.055033240586647,6.08835981281851
3.940370478817627,1.6531842607597689
3.577131019490128,2.4584925120710004
1.6724730131569774,4.221952349884564
2.000500186197603,3.5026790450888328
1.8021345131457742,1.18254255203178
1.6535927454890398,0.36025002992560573
1.5048163859732973,1.9233345426439818
1.3694279416369906,3.5842627554431097
1.2462221169599592,3.1732283637875014
1.135945431926948,1.4764335237636743
1.033597828538804,0.9440230900620961
0.9417364681610894,2.2920983192250013
0.8532336712479326,3.6477691145425872
0.7819875854002517,3.218566390996692
0.7055884466172025,1.7176520428479556
0.6480292959613337,1.29252537629349
0.5849320399443227,2.554014847245057
0.5376338049897911,3.8141106777879905
0.4895298134714271,3.506185590745851
0.4469548461319029,2.3732249648330743
0.4070758680722361,2.377752943866593
0.3882346543839905,3.865415898587976
0.3486407840014129,4.981756741966024
0.32991646600521557,4.246455223215534
0.3421701508596128,2.7360613120074184
0.41823254512438934,2.7222551087740356
0.523413378508164,4.505496307959227
1.1435723919306053,5.886739419722112
1.5094437339988556,5.25076119712714
3.8239171488522405,4.033897988745309
3.4355537950709945,5.027627460163835
5.710386461714596,8.287702073587731
7.647979100627859,10.896066961581372
10.82009542846594,11.746186643188107
18.04348139406996,15.38531715917989
32.39159688893577,28.564220795478025
52.13721718960331,51.72673132221546
102.78382555257289,75.62668924873599
102.35679388690048,88.38039661686705
78.1818246720381,87.29783256755603
78.90851037812567,82.30087283602987
101.26041067696815,86.14150785382063
156.37035603188667,101.03299576917506
105.64122742983102,115.82334078563817
112.89313739140755,116.70744408746864
100.66032138872092,100.37148486552819
86.6156010777583,75.75437946377644
61.60417481259279,54.32844208975356
43.15607107242629,40.053752602827544
33.09447150559192,29.153768435513978
13.964266809956728,17.73424207625726
0.10200237758156305,7.134887243541964
2.210489839081619,1.4033745704149112
1.0852325447113815,1.3316496176596324
0.9746927388159775,3.0878063370407602
0.9570740516659133,2.689183551170334
0.8767723045171399,0.24237811638399265
0.7978954084864794,0.0
0.7261144993679963,0.0
0.6607912022464509,1.5228439198246626
0.6013445722120542,1.3312137802162312
0.5472459277942004,0.0
0.4980141491944882,0.0
0.4532113995042123,0.0
0.4124392308534158,0.6922388473865304
0.37533504086187636,0.4231995678227527
0.34156884787786085,0.0
0.31084035632555646,0.0
0.2828762860621599,0.0
0.2574279419935591,0.0
0.23426900233425632,0.0
0.21326471722445597,0.0
0.19398462659386154,0.0
0.1765562126838898,0.0
0.16461328415325022,0.21886594340732302
0.24309467550255648,0.0
0.2657390409564595,0.0
0.5272005223684825,0.0
0.37500356262139695,0.0
1.5311186931729577,0.1586946539258527
2.5306713545143236,0.0
2.0562145346139005,0.0
3.1210049772299615,0.0
3.8524234492369502,1.4181562374253964
5.74922296104649,4.21327272078063
9.548478301252135,5.068758936283713
21.322496833959722,7.5316495635175915
36.61319490452111,18.544201745093478
65.09890646863353,40.27114669073932
76.18269624591711,64.92517932445082
62.880257034705295,80.18001768585279
98.33030932754727,81.06619260482448
91.5340451135956,75.64198887508108
91.06814357981374,77.23722683718792
104.80104188091424,90.59387696551433
86.14070721043892,106.46193397074062
95.089359147613,110.46295321602227
78.14390459128559,96.80600294826431
59.87873037022173,76.31732267224815
38.55646924696092,52.94531340745088
19.721005331649494,36.51723155558417
11.00791028976679,25.112383406208345
0.0,13.97472419328714
0.0,2.6713698247498723
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
